;model_name;config;dropout;train_loss;train_rmse;train_mae;train_mape;valid_loss;valid_rmse;valid_mae;valid_mape;test_rmse;test_mae;test_mape;epochs;batch_train;input_shape;total_time;time_step;splits
102;forecasting_model_grouped__103_l-20_l-50_l-50_d-0.1;{'name': 'forecasting_model_grouped__103_l-20_l-50_l-50_d-0.1', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 15, 'timesteps': 96};0.1;0.05528415400873531;0;0.17687783187085931;0;0.03034651217361291;0;0.1287863329052925;0;0;0;0;4/30;15;(211, [96], 96);9.80690312385559;0;2017-08-01 00:00:00
103;forecasting_model_grouped__104_l-20_l-50_l-50_d-0.1;{'name': 'forecasting_model_grouped__104_l-20_l-50_l-50_d-0.1', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 20, 'timesteps': 96};0.1;0.0667540580034256;0;0.19287361577153206;0;0.023914257064461708;0;0.11899265646934509;0;0;0;0;5/30;20;(211, [96], 96);8.73498272895813;0;2017-08-01 00:00:00
104;forecasting_model_grouped__105_l-20_l-50_l-50_d-0.2;{'name': 'forecasting_model_grouped__105_l-20_l-50_l-50_d-0.2', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 5, 'timesteps': 96};0.2;0.04501045345986152;0;0.15925921565469572;0;0.020994046033592895;0;0.10773679474368691;0;0;0;0;4/30;5;(211, [96], 96);16.71650195121765;0;2017-08-01 00:00:00
105;forecasting_model_grouped__106_l-20_l-50_l-50_d-0.2;{'name': 'forecasting_model_grouped__106_l-20_l-50_l-50_d-0.2', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 10, 'timesteps': 96};0.2;0.05070751313777531;0;0.17115497282322714;0;0.021286023315042257;0;0.10963875614106655;0;0;0;0;5/30;10;(211, [96], 96);11.621829986572266;0;2017-08-01 00:00:00
106;forecasting_model_grouped__107_l-20_l-50_l-50_d-0.2;{'name': 'forecasting_model_grouped__107_l-20_l-50_l-50_d-0.2', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 15, 'timesteps': 96};0.2;0.07219797440550545;0;0.20477532934058795;0;0.021105685271322727;0;0.10551294436057408;0;0;0;0;4/30;15;(211, [96], 96);9.807346820831299;0;2017-08-01 00:00:00
107;forecasting_model_grouped__108_l-20_l-50_l-50_d-0.2;{'name': 'forecasting_model_grouped__108_l-20_l-50_l-50_d-0.2', 'layers': [{'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 20, 'timesteps': 96};0.2;0.0722869005985558;0;0.20670176297426224;0;0.026004684157669544;0;0.13428900390863419;0;0;0;0;6/30;20;(211, [96], 96);8.792649984359741;0;2017-08-01 00:00:00
108;forecasting_model_grouped__109_l-50_l-10_l-10;{'name': 'forecasting_model_grouped__109_l-50_l-10_l-10', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 5, 'timesteps': 96};0;0.02547954548122909;0;0.09523364140049499;0;0.019391568726859987;0;0.09613912459462881;0;0;0;0;6/30;5;(211, [96], 96);22.769296884536743;0;2017-08-01 00:00:00
109;forecasting_model_grouped__110_l-50_l-10_l-10;{'name': 'forecasting_model_grouped__110_l-50_l-10_l-10', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 10, 'timesteps': 96};0;0.025077196933767375;0;0.09488000698825892;0;0.019361935672350228;0;0.09533953852951527;0;0;0;0;10/30;10;(211, [96], 96);19.620087146759033;0;2017-08-01 00:00:00
110;forecasting_model_grouped__111_l-50_l-10_l-10;{'name': 'forecasting_model_grouped__111_l-50_l-10_l-10', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 15, 'timesteps': 96};0;0.02688974159007723;0;0.10419990528713573;0;0.020245598629117012;0;0.10641052822271983;0;0;0;0;13/30;15;(211, [96], 96);17.153222799301147;0;2017-08-01 00:00:00
111;forecasting_model_grouped__112_l-50_l-10_l-10;{'name': 'forecasting_model_grouped__112_l-50_l-10_l-10', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 20, 'timesteps': 96};0;0.031244150130078197;0;0.11444734409451485;0;0.02091909758746624;0;0.11893746256828308;0;0;0;0;15/30;20;(211, [96], 96);14.66899585723877;0;2017-08-01 00:00:00
112;forecasting_model_grouped__113_l-50_l-10_l-10_d-0.1;{'name': 'forecasting_model_grouped__113_l-50_l-10_l-10_d-0.1', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 5, 'timesteps': 96};0.1;0.03956827162491048;0;0.13520443527137532;0;0.01968104566913098;0;0.10130831506103277;0;0;0;0;6/30;5;(211, [96], 96);23.36812114715576;0;2017-08-01 00:00:00
113;forecasting_model_grouped__114_l-50_l-10_l-10_d-0.1;{'name': 'forecasting_model_grouped__114_l-50_l-10_l-10_d-0.1', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 10, 'timesteps': 96};0.1;0.04041515164734686;0;0.14136848774026423;0;0.018814613693393767;0;0.0985944289714098;0;0;0;0;9/30;10;(211, [96], 96);18.40081000328064;0;2017-08-01 00:00:00
114;forecasting_model_grouped__115_l-50_l-10_l-10_d-0.1;{'name': 'forecasting_model_grouped__115_l-50_l-10_l-10_d-0.1', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 15, 'timesteps': 96};0.1;0.0424488422206857;0;0.14505613121119412;0;0.025023314480980236;0;0.1245248094201088;0;0;0;0;14/30;15;(211, [96], 96);18.764989137649536;0;2017-08-01 00:00:00
115;forecasting_model_grouped__116_l-50_l-10_l-10_d-0.1;{'name': 'forecasting_model_grouped__116_l-50_l-10_l-10_d-0.1', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 20, 'timesteps': 96};0.1;0.05589049868285656;0;0.175362978130579;0;0.03219059109687805;0;0.1497463509440422;0;0;0;0;14/30;20;(211, [96], 96);14.568633079528809;0;2017-08-01 00:00:00
116;forecasting_model_grouped__117_l-50_l-10_l-10_d-0.2;{'name': 'forecasting_model_grouped__117_l-50_l-10_l-10_d-0.2', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 5, 'timesteps': 96};0.2;0.0576578215969836;0;0.1810948669033892;0;0.02085592586081475;0;0.10665387008339167;0;0;0;0;5/30;5;(211, [96], 96);23.128628969192505;0;2017-08-01 00:00:00
117;forecasting_model_grouped__118_l-50_l-10_l-10_d-0.2;{'name': 'forecasting_model_grouped__118_l-50_l-10_l-10_d-0.2', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 10, 'timesteps': 96};0.2;0.06547090312575593;0;0.1947937292211196;0;0.02131980797275901;0;0.10463199205696583;0;0;0;0;8/30;10;(211, [96], 96);18.49837636947632;0;2017-08-01 00:00:00
118;forecasting_model_grouped__119_l-50_l-10_l-10_d-0.2;{'name': 'forecasting_model_grouped__119_l-50_l-10_l-10_d-0.2', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 15, 'timesteps': 96};0.2;0.07091663506898013;0;0.20261311124671588;0;0.0254417285323143;0;0.12639798720677695;0;0;0;0;11/30;15;(211, [96], 96);15.460967063903809;0;2017-08-01 00:00:00
119;forecasting_model_grouped__120_l-50_l-10_l-10_d-0.2;{'name': 'forecasting_model_grouped__120_l-50_l-10_l-10_d-0.2', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 20, 'timesteps': 96};0.2;0.07207342656329274;0;0.20721865631639957;0;0.03186590690165758;0;0.14817756414413452;0;0;0;0;15/30;20;(211, [96], 96);15.834588766098022;0;2017-08-01 00:00:00
120;forecasting_model_grouped__121_l-50_l-10_l-20;{'name': 'forecasting_model_grouped__121_l-50_l-10_l-20', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 5, 'timesteps': 96};0;0.02428980783203288;0;0.09368979755569906;0;0.019669239758513868;0;0.0988468243740499;0;0;0;0;5/30;5;(211, [96], 96);19.983690977096558;0;2017-08-01 00:00:00
121;forecasting_model_grouped__122_l-50_l-10_l-20;{'name': 'forecasting_model_grouped__122_l-50_l-10_l-20', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 10, 'timesteps': 96};0;0.025128096506437835;0;0.09464895243153852;0;0.018521913792937994;0;0.09223813749849796;0;0;0;0;7/30;10;(211, [96], 96);14.76949405670166;0;2017-08-01 00:00:00
122;forecasting_model_grouped__123_l-50_l-10_l-20;{'name': 'forecasting_model_grouped__123_l-50_l-10_l-20', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 15, 'timesteps': 96};0;0.05679216303608634;0;0.16457853669470007;0;0.029111503002544243;0;0.11274875452121098;0;0;0;0;6/30;15;(211, [96], 96);11.735138893127441;0;2017-08-01 00:00:00
123;forecasting_model_grouped__124_l-50_l-10_l-20;{'name': 'forecasting_model_grouped__124_l-50_l-10_l-20', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 20, 'timesteps': 96};0;0.03199282893911004;0;0.10946525819599628;0;0.028196943923830986;0;0.1367208994925022;0;0;0;0;11/30;20;(211, [96], 96);12.559028148651123;0;2017-08-01 00:00:00
124;forecasting_model_grouped__125_l-50_l-10_l-20_d-0.1;{'name': 'forecasting_model_grouped__125_l-50_l-10_l-20_d-0.1', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 5, 'timesteps': 96};0.1;0.03854565410053029;0;0.13891119444194963;0;0.019345001026522368;0;0.09947763523086905;0;0;0;0;5/30;5;(211, [96], 96);20.116630792617798;0;2017-08-01 00:00:00
125;forecasting_model_grouped__126_l-50_l-10_l-20_d-0.1;{'name': 'forecasting_model_grouped__126_l-50_l-10_l-20_d-0.1', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 10, 'timesteps': 96};0.1;0.04379747435450554;0;0.14991103638620937;0;0.01985478587448597;0;0.09548685885965824;0;0;0;0;7/30;10;(211, [96], 96);15.235383987426758;0;2017-08-01 00:00:00
126;forecasting_model_grouped__127_l-50_l-10_l-20_d-0.1;{'name': 'forecasting_model_grouped__127_l-50_l-10_l-20_d-0.1', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 15, 'timesteps': 96};0.1;0.043313614685427056;0;0.15032551844011655;0;0.020451342997451622;0;0.10840806861718495;0;0;0;0;9/30;15;(211, [96], 96);13.442821979522705;0;2017-08-01 00:00:00
127;forecasting_model_grouped__128_l-50_l-10_l-20_d-0.1;{'name': 'forecasting_model_grouped__128_l-50_l-10_l-20_d-0.1', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 20, 'timesteps': 96};0.1;0.052572895772755146;0;0.16785919293761253;0;0.03836038243025541;0;0.1612999513745308;0;0;0;0;10/30;20;(211, [96], 96);11.387326955795288;0;2017-08-01 00:00:00
128;forecasting_model_grouped__129_l-50_l-10_l-20_d-0.2;{'name': 'forecasting_model_grouped__129_l-50_l-10_l-20_d-0.2', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 5, 'timesteps': 96};0.2;0.05123384521507165;0;0.17385367764269605;0;0.021914293989539146;0;0.11279785539954901;0;0;0;0;5/30;5;(211, [96], 96);20.188950061798096;0;2017-08-01 00:00:00
129;forecasting_model_grouped__130_l-50_l-10_l-20_d-0.2;{'name': 'forecasting_model_grouped__130_l-50_l-10_l-20_d-0.2', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 10, 'timesteps': 96};0.2;0.06284992166740053;0;0.191457599401474;0;0.02062080381438136;0;0.10385448671877384;0;0;0;0;6/30;10;(211, [96], 96);15.220082998275757;0;2017-08-01 00:00:00
130;forecasting_model_grouped__131_l-50_l-10_l-20_d-0.2;{'name': 'forecasting_model_grouped__131_l-50_l-10_l-20_d-0.2', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 15, 'timesteps': 96};0.2;0.057247687808491966;0;0.18296685002066873;0;0.04020232707262039;0;0.16214543332656225;0;0;0;0;9/30;15;(211, [96], 96);13.4665048122406;0;2017-08-01 00:00:00
131;forecasting_model_grouped__132_l-50_l-10_l-20_d-0.2;{'name': 'forecasting_model_grouped__132_l-50_l-10_l-20_d-0.2', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 20, 'timesteps': 96};0.2;0.06018405873328447;0;0.18494378961622715;0;0.021763430908322334;0;0.11925705522298813;0;0;0;0;12/30;20;(211, [96], 96);12.942229747772217;0;2017-08-01 00:00:00
132;forecasting_model_grouped__133_l-50_l-10_l-50;{'name': 'forecasting_model_grouped__133_l-50_l-10_l-50', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 5, 'timesteps': 96};0;0.025849969189627755;0;0.09333673486595645;0;0.019043327658437192;0;0.09171558311209083;0;0;0;0;4/30;5;(211, [96], 96);16.321967840194702;0;2017-08-01 00:00:00
133;forecasting_model_grouped__134_l-50_l-10_l-50;{'name': 'forecasting_model_grouped__134_l-50_l-10_l-50', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 10, 'timesteps': 96};0;0.028372299473951843;0;0.1042420877253308;0;0.020610034582205117;0;0.09787053428590298;0;0;0;0;4/30;10;(211, [96], 96);11.403059959411621;0;2017-08-01 00:00:00
134;forecasting_model_grouped__135_l-50_l-10_l-50;{'name': 'forecasting_model_grouped__135_l-50_l-10_l-50', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 15, 'timesteps': 96};0;0.03888575791973959;0;0.12969725985418668;0;0.019780018366873264;0;0.08925524974862735;0;0;0;0;4/30;15;(211, [96], 96);9.751122236251831;0;2017-08-01 00:00:00
135;forecasting_model_grouped__136_l-50_l-10_l-50;{'name': 'forecasting_model_grouped__136_l-50_l-10_l-50', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 20, 'timesteps': 96};0;0.028568503679707646;0;0.10812382865697145;0;0.024085577577352524;0;0.12798747792840004;0;0;0;0;7/30;20;(211, [96], 96);9.059563875198364;0;2017-08-01 00:00:00
136;forecasting_model_grouped__137_l-50_l-10_l-50_d-0.1;{'name': 'forecasting_model_grouped__137_l-50_l-10_l-50_d-0.1', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 5, 'timesteps': 96};0.1;0.04076342605163946;0;0.14435548817410188;0;0.020758775004651397;0;0.10608503688126802;0;0;0;0;3/30;5;(211, [96], 96);18.20722198486328;0;2017-08-01 00:00:00
137;forecasting_model_grouped__138_l-50_l-10_l-50_d-0.1;{'name': 'forecasting_model_grouped__138_l-50_l-10_l-50_d-0.1', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 10, 'timesteps': 96};0.1;0.041600873255554366;0;0.14585811688619502;0;0.019581873202696443;0;0.09860074147582054;0;0;0;0;4/30;10;(211, [96], 96);12.473842859268188;0;2017-08-01 00:00:00
138;forecasting_model_grouped__139_l-50_l-10_l-50_d-0.1;{'name': 'forecasting_model_grouped__139_l-50_l-10_l-50_d-0.1', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 15, 'timesteps': 96};0.1;0.04110974496738477;0;0.14728144691749054;0;0.02188676471511523;0;0.11473828554153442;0;0;0;0;6/30;15;(211, [96], 96);10.291797876358032;0;2017-08-01 00:00:00
139;forecasting_model_grouped__140_l-50_l-10_l-50_d-0.1;{'name': 'forecasting_model_grouped__140_l-50_l-10_l-50_d-0.1', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 20, 'timesteps': 96};0.1;0.04826802876777947;0;0.16043946146965027;0;0.01881218608468771;0;0.09940199553966522;0;0;0;0;7/30;20;(211, [96], 96);10.726181745529175;0;2017-08-01 00:00:00
140;forecasting_model_grouped__141_l-50_l-10_l-50_d-0.2;{'name': 'forecasting_model_grouped__141_l-50_l-10_l-50_d-0.2', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 5, 'timesteps': 96};0.2;0.05562646445982596;0;0.1765697640092934;0;0.0215629305166658;0;0.10047438042238355;0;0;0;0;3/30;5;(211, [96], 96);18.158350706100464;0;2017-08-01 00:00:00
141;forecasting_model_grouped__142_l-50_l-10_l-50_d-0.2;{'name': 'forecasting_model_grouped__142_l-50_l-10_l-50_d-0.2', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 10, 'timesteps': 96};0.2;0.052926009849590415;0;0.17267732672831593;0;0.020158365950919688;0;0.10358761809766293;0;0;0;0;5/30;10;(211, [96], 96);12.851390838623047;0;2017-08-01 00:00:00
142;forecasting_model_grouped__143_l-50_l-10_l-50_d-0.2;{'name': 'forecasting_model_grouped__143_l-50_l-10_l-50_d-0.2', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 15, 'timesteps': 96};0.2;0.050319707190448586;0;0.16931314089081503;0;0.02261754373709361;0;0.1220539038379987;0;0;0;0;7/30;15;(211, [96], 96);11.999104022979736;0;2017-08-01 00:00:00
143;forecasting_model_grouped__144_l-50_l-10_l-50_d-0.2;{'name': 'forecasting_model_grouped__144_l-50_l-10_l-50_d-0.2', 'layers': [{'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 50, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 20, 'timesteps': 96};0.2;0.06801511766389012;0;0.20010843127965927;0;0.018087086267769337;0;0.10361171513795853;0;0;0;0;6/30;20;(211, [96], 96);9.749746322631836;0;2017-08-01 00:00:00
